,H,B,q,R_int,gamma,Su,sf_lower,sf_upper
3385,2,2,0,1.0,16,75,14.047,14.736
3386,2,2,0,1.0,16,50,9.392,9.827
3387,2,2,0,1.0,16,25,4.696,4.913
3388,2,2,0,1.0,14,100,21.550,22.426
3389,2,2,0,1.0,14,75,16.095,16.825
3390,2,2,0,1.0,14,50,10.775,11.285
3391,2,2,0,1.0,14,25,5.387,5.606
3392,2,2,0,0.8,18,100,16.731,17.551
3393,2,2,0,0.8,18,75,12.561,13.088
3394,2,2,0,0.8,18,50,8.366,8.775
3395,2,2,0,0.8,18,25,4.180,4.388
3396,2,2,0,0.8,16,100,18.714,19.654
3397,2,2,0,0.8,16,75,14.082,14.736
3398,2,2,0,0.8,16,50,9.372,9.827
3399,2,2,0,0.8,16,25,4.686,4.913
3400,2,2,0,0.8,14,100,21.550,22.571
3401,2,2,0,0.8,14,75,16.121,16.825
3402,2,2,0,0.8,14,50,10.775,11.285
3403,2,2,0,0.8,14,25,5.387,5.643
3404,2,2,0,0.6,18,100,16.728,17.461
3405,2,2,0,0.6,18,75,12.521,13.138
3406,2,2,0,0.6,18,50,8.364,8.730
3407,2,2,0,0.6,18,25,4.182,4.365
3408,2,2,0,0.6,16,100,18.785,19.639
3409,2,2,0,0.6,16,75,14.145,14.822
3410,2,2,0,0.6,16,50,9.392,9.819
3411,2,2,0,0.6,16,25,4.696,4.910
3412,2,2,0,0.6,14,100,21.445,22.571
3413,2,2,0,0.6,14,75,16.125,16.847
3414,2,2,0,0.6,14,50,10.723,11.285
3415,2,2,0,0.6,14,25,5.396,5.643
